"Categoria","Ano","num_chave_nota_fiscal_eletronica","num_item_nota_fiscal_eletronica","cod_anp","cod_ncm","cod_unidade","des_anp","des_produto"
CB,2021,"41210636697963000133550030000001811119452093",3,,"27101259",LT,,GASOLINA ADITIVADA DT CLEAN
CB,2021,"41210636697963000133550030000001811119452093",6,,"27101932",UN,,F1 MASTER SINTETICO 10W40 1L
CB,2021,"41210724350771000177550180000024111001919063",1,"320102002","27101259",L,GASOLINA C COMUM ADITIVADA,GASOLINA DT CLEAN
CB,2021,"41210724350771000177550180000024111001919063",3,"810101001","22071090",L,ETANOL HIDRATADO COMUM,ETANOL HIDRATADO COMBUSTIVEL
CB,2021,"41210724350771000177550180000024111001919063",4,"320102001","27101259",L,GASOLINA C COMUM,GASOLINA ORIGINAL IPIRANGA
CB,2021,"41210724350771000177550180000024111001919063",5,"320102001","27101259",L,GASOLINA C COMUM,GASOLINA ORIGINAL IPIRANGA
CB,2021,"41210724350771000177550180000024111001919063",7,"320102002","27101259",L,GASOLINA C COMUM ADITIVADA,GASOLINA DT CLEAN
CB,2021,"41210924350771000177550180000027111002085143",1,,"27101932",UN,,IPIRANGA F1 MASTER PERFORMANCE 10W30 SN
CB,2021,"41210924350771000177550180000027111002085143",4,"810101001","22071090",L,ETANOL HIDRATADO COMUM,ETANOL HIDRATADO COMBUSTIVEL
CB,2021,"41210924350771000177550180000027111002085143",6,"320102001","27101259",L,GASOLINA C COMUM,GASOLINA ORIGINAL IPIRANGA
CB,2021,"41210924350771000177550180000027111002085143",7,"320102002","27101259",L,GASOLINA C COMUM ADITIVADA,GASOLINA DT CLEAN
CB,2021,"41210924350771000177550180000027111002085143",8,"810101001","22071090",L,ETANOL HIDRATADO COMUM,ETANOL HIDRATADO COMBUSTIVEL
CB,2021,"41210924350771000177550180000027111002085143",10,"320102001","27101259",L,GASOLINA C COMUM,GASOLINA ORIGINAL IPIRANGA
CB,2021,"41210924350771000177550180000027111002085143",11,"320102001","27101259",L,GASOLINA C COMUM,GASOLINA ORIGINAL IPIRANGA
CB,2021,"41210924350771000177550180000027111002085143",15,"320102002","27101259",L,GASOLINA C COMUM ADITIVADA,GASOLINA DT CLEAN
CB,2021,"41210924350771000177550180000027111002085143",16,"810101001","22071090",L,ETANOL HIDRATADO COMUM,ETANOL HIDRATADO COMBUSTIVEL
CB,2021,"41211001651304000181550010000064791561316670",1,,"27101921",LT,,OLEO DIESEL S-10 ADITIVADO EVOLUX
CB,2021,"41211001651304000181550010000064791561316670",2,,"27101921",LT,,OLEO DIESEL S-10 ADITIVADO EVOLUX
CB,2021,"41211001651304000181550010000064791561316670",4,,"27090010",LT,,GASOLINA COMUM
CB,2021,"41211001651304000181550010000064791561316670",5,,"22071010",LT,,ETANOL
CB,2021,"41211001651304000181550010000064791561316670",6,,"22071010",LT,,ETANOL
CB,2021,"41211003047652000170550010001870241565130778",6,,"27101932",UN,,OLEO LUB 5W30 SN DEXOS21L DIESEL
CB,2021,"41211203192704000100650010005423861254460094",1,"320102001","27101259",L,GASOLINA C COMUM,GASOLINA ORIGINAL COMUM Bico 16
CB,2021,"41211206045416000102650010013311641013511860",1,"320102002","27101259",L,GASOLINA C COMUM ADITIVADA,GASOLINA DT CLEAN Bico 004
CB,2021,"41211280604911000248650020010797671501948949",2,"320102001","27101259",LT,GASOLINAS,GASOLINA COMUM
CB,2021,"42210107425595000176550020000005321179978723",1,,"27101259",LITRO,,GASOLINA COMUM
CB,2021,"42210107425595000176550020000005321179978723",3,,"27101259",LITRO,,GASOLINA ADITIVADA
CB,2021,"42210407425595000176550020000005671102786648",1,,"27101259",LITRO,,GASOLINA COMUM
CB,2021,"42210407425595000176550020000005671102786648",2,,"27101932",LITRO,,IPIRANGA 2T API TC 1L
CB,2021,"42210407425595000176550020000005671102786648",3,,"27101932",UNID,,IPIRANGA F1 MASTER SINTETICO 5W40 SN 502
CB,2021,"42210407425595000176550020000005671102786648",5,,"27101259",LITRO,,GASOLINA COMUM
CB,2021,"42210407425595000176550020000005671102786648",6,,"27101259",LITRO,,GASOLINA COMUM
CB,2021,"42210407425595000176550020000005671102786648",7,,"27101259",LITRO,,GASOLINA COMUM
CB,2021,"42210415462684000110550020000038061011701060",1,,"27101932",UN,,OLEO MOBIL SN 5W40 1L
CB,2021,"42210415462684000110550020000038061011701060",2,"320102001","27101259",LT,GASOLINA C COMUM,GASOLINA COMUM
CB,2021,"42210415462684000110550020000038061011701060",3,"320102001","27101259",LT,GASOLINA C COMUM,GASOLINA COMUM
CB,2021,"42210415462684000110550020000038061011701060",4,"320102001","27101259",LT,GASOLINA C COMUM,GASOLINA COMUM
CB,2021,"42210482549809000131550010000058981868859528",1,"210204001","27101259",L,GAS LIQUEFEITO INTERMEDIARIO,GASOLINA COMUM
CB,2021,"42210482549809000131550010000058981868859528",2,"210204001","27101259",L,GAS LIQUEFEITO INTERMEDIARIO,GASOLINA COMUM
CB,2021,"42210482549809000131550010000058981868859528",3,"210204001","27101259",L,GAS LIQUEFEITO INTERMEDIARIO,GASOLINA COMUM
CB,2021,"42210482549809000131550010000058981868859528",4,"210204001","27101259",L,GAS LIQUEFEITO INTERMEDIARIO,GASOLINA COMUM
CB,2021,"42210482549809000131550010000058981868859528",5,,"38249941",UN,,FLUIDO PARA RADIADORES PLUS  PROMAX 500ML
CB,2021,"42210507425595000176550020000005771562109283",1,,"27101259",LITRO,,GASOLINA COMUM
CB,2021,"42210507425595000176550020000005771562109283",2,,"27101259",LITRO,,GASOLINA COMUM
CB,2021,"42210507425595000176550020000005771562109283",4,,"27101932",UNID,,LUBEL SINTETICO API SN 5W30
CB,2021,"42210582549809000131550010000059561515285326",1,"210204001","27101259",L,GAS LIQUEFEITO INTERMEDIARIO,GASOLINA COMUM
CB,2021,"42210582549809000131550010000059561515285326",2,"210204001","27101259",L,GAS LIQUEFEITO INTERMEDIARIO,GASOLINA COMUM
CB,2021,"42210582549809000131550010000059561515285326",5,,"27101932",UN,,LUBRAX VALORA 5W30 API SN PLUS
CB,2021,"42211006010428000100550010000319131000112010",1,"320102001","27101259",L,GASOLINA C COMUM,GASOLINA COMUM
CB,2021,"42211006010428000100550010000319131000112010",2,"320102001","27101259",L,GASOLINA C COMUM,GASOLINA COMUM
CB,2021,"42211006010428000100550010000319131000112010",3,"320102001","27101259",L,GASOLINA C COMUM,GASOLINA COMUM
CB,2021,"42211006010428000100550010000319131000112010",4,"320102001","27101259",L,GASOLINA C COMUM,GASOLINA COMUM
CB,2021,"42211006010428000100550010000319131000112010",6,"820101033","27101921",L,OLEO DIESEL B S10 - ADITIVADO,DIESEL - S10 ORIGINAL ADITIVADO
CB,2021,"42211006010428000100550010000319131000112010",7,"820101033","27101921",L,OLEO DIESEL B S10 - ADITIVADO,DIESEL - S10 ORIGINAL ADITIVADO
CB,2021,"42211006010428000100550010000319131000112010",8,"320102001","27101259",L,GASOLINA C COMUM,GASOLINA COMUM
CB,2021,"42211006010428000100550010000319131000112010",9,"320102001","27101259",L,GASOLINA C COMUM,GASOLINA COMUM
CB,2021,"42211015462684000110550020000054551061007010",1,,"27101932",UN,,OLEO MOBIL SN 5W40 1L
CB,2021,"42211015462684000110550020000054551061007010",2,"320102001","27101259",LT,GASOLINA C COMUM,GASOLINA COMUM
CB,2021,"42211015462684000110550020000054551061007010",3,"320102001","27101259",LT,GASOLINA C COMUM,GASOLINA COMUM
CB,2021,"42211015462684000110550020000054551061007010",4,"320102002","27101259",LT,GASOLINA C ADITIVADA,GASOLINA ADITIVADA
CB,2021,"42211015462684000110550020000054551061007010",5,"320102002","27101259",LT,GASOLINA C ADITIVADA,GASOLINA ADITIVADA
CB,2021,"42211015462684000110550020000054551061007010",6,"320102002","27101259",LT,GASOLINA C ADITIVADA,GASOLINA ADITIVADA
CB,2021,"42211015462684000110550020000054551061007010",9,"820101034","27101921",LT,OLEO DIESEL B S10 - COMUM,DIESEL S10 COMUM
CB,2021,"42211106010428000100550010000321051000113931",1,"320102001","27101259",L,GASOLINA C COMUM,GASOLINA COMUM
CB,2021,"42211106010428000100550010000321051000113931",2,"820101033","27101921",L,OLEO DIESEL B S10 - ADITIVADO,DIESEL - S10 ORIGINAL ADITIVADO
CB,2021,"42211106010428000100550010000321051000113931",3,"320102001","27101259",L,GASOLINA C COMUM,GASOLINA COMUM
CB,2021,"42211106010428000100550010000321051000113931",4,"320102001","27101259",L,GASOLINA C COMUM,GASOLINA COMUM
CB,2021,"42211106010428000100550010000321051000113931",7,,"27101932",UN,,F 1 SINTETICO 10 W 40 L
CB,2021,"42211106010428000100550010000321051000113931",8,"820101033","27101921",L,OLEO DIESEL B S10 - ADITIVADO,DIESEL - S10 ORIGINAL ADITIVADO
CB,2021,"42211106010428000100550010000321051000113931",9,"820101033","27101921",L,OLEO DIESEL B S10 - ADITIVADO,DIESEL - S10 ORIGINAL ADITIVADO
CB,2021,"42211182549809000131550030000003341011654350",1,"320102002","27101259",LT,GASOLINA C ADITIVADA,GASOLINA GRID
CB,2021,"42211182549809000131550030000003341011654350",2,"320102001","27101259",LT,GASOLINA C COMUM,GASOLINA COMUM
CB,2021,"42211182549809000131550030000003341011654350",3,"320102001","27101259",LT,GASOLINA C COMUM,GASOLINA COMUM
CB,2021,"42211182549809000131550030000003341011654350",4,"320102001","27101259",LT,GASOLINA C COMUM,GASOLINA COMUM
CB,2021,"43210493489243001007650020012020371017695423",1,"320102001","27101259",L,GASOLINA C COMUM,GASOLINA COMUM Bico 22
CB,2021,"43210504144661001202650100005089051649949555",1,"320102002","27101259",LT,GASOLINA C ADITIVADA,GASOLINA ADITIV
CB,2021,"43210606287728000807650180000383731855985408",1,"320102002","27101259",L,GASOLINA C COMUM ADITIVADA,GASOLINA ADITIVADA Bico 10
CB,2021,"43210610759400000139650010011702911713429727",1,"320102001","27101259",L,GASOLINA C COMUM,GASOLINA COMUM Bico 64
CB,2021,"43210707473735003520650020019079831019347479",3,"320102001","27101259",L,GASOLINA C COMUM,GASOLINA COMUM Bico 21
CB,2021,"43210714764553000125650010003339141003353649",1,"320102001","27101259",LT,GASOLINA TIPO C COMUM,GASOLINA TIPO C COMUM
CB,2021,"43210788509989000104550010000101711000109494",1,,"27101259",LT,,GASOLINA COMUM
CB,2021,"43210788509989000104550010000101711000109494",3,,"27101932",UN,,SHELL HELIX HX6 FLEX 15W40 1L
CB,2021,"43210790304064000179650030001418391813610513",1,"620501001","27101932",UN,CICLO OTTO,LG1616 HELIX 5W40 1L
CB,2021,"43210810447389000171650100003927491598274078",2,"320102001","27101259",L,GASOLINA C COMUM,GASOLINA COMUM Bico 07
CB,2021,"43210817746258000134650010013297441678107349",2,"320102001","27101259",L,GASOLINA C COMUM,GASOLINA COMUM Bico 12
CB,2021,"43210888509989000104550010000102241000110025",1,,"27101932",UN,,SHELL HELIX HX3 20W50 1L
CB,2021,"43210893489243002321650020004399881011510211",2,"820101034","27101921",L,OLEO DIESEL B S10 - COMUM,OLEO DIESEL B S10 Bico 03
CB,2021,"43210901991461001884650040004059231575945227",1,"320102001","27101259",L,GASOLINA COMUM,GASOLINA COMUM
CB,2021,"43210907473735003601650020005681431005817030",2,"820101034","27101921",L,OLEO DIESEL B S10 - COMUM,DIESEL S10 Bico 07
CB,2021,"43210989425243000185650010007434169298167099",2,"320102001","27101259",L,GASOLINA C COMUM,GASOLINA ORIGINAL Bico 5
CB,2021,"43210993489243001007650020013090301018820061",2,"820101034","27101921",L,OLEO DIESEL B S10 - COMUM,OLEO DIESEL B S10 Bico 09
CB,2021,"43210995425369001043650010009091391975008510",2,"320102001","27101259",L,GASOLINA A COMUM,GASOLINA C COMUM
CB,2021,"43211095425369001124650020002185221992093834",3,"320102001","27101259",L,GASOLINA A COMUM,GASOLINA C COMUM
CB,2021,"43211121246735000170650020007074191805959310",2,"320102001","27101259",LT,GASOLINA C COMUM,GASOLINA COMUM
CB,2021,"43211142715155000154650010000253161011835034",1,"320102001","27101259",L,DERIVADOS LEVES - GASOLINA C COMUM,GASOLINA COMUM Bc-12
CB,2021,"43211214744365000135650010001024649391758025",1,"320102002","27101259",LTS,DERIVADOS LEVES - GASOLINA C ADITIVADA,GASOLINA DT CLEAN Bc-7
CB,2021,"43211293489243000620650020007946791014054152",1,"820101034","27101921",L,OLEO DIESEL B S10 - COMUM,OLEO DIESEL B S10 Bico 08
CB,2021,"52211113379724000130650010005400231416532111",2,"820101034","27101921",L,COMBUSTIVEL,OLEO DIESEL S-10
CB,2021,"53210100097626000400550010000112531026255035",1,,"27101932",UN,,SHELL HELIX ULTRA 5W40 LT
CB,2021,"53210100097626000400550010000112531026255035",2,"740101006","27101259",L,ADITIVOS PARA LUBRIFICANTES - ADITIVOS,GASOLINA ADITIVADA
CB,2021,"53210100097626000400550010000112531026255035",4,"740101006","27101259",L,ADITIVOS PARA LUBRIFICANTES - ADITIVOS,GASOLINA COMUM
CB,2021,"53210202847056000101550010000002201737367581",1,,"27101932",UN,,OLEO MOTOR
CB,2021,"53210208355825000130550010000006971719478622",1,"320102001","27101259",LT,GASOLINA C COMUM,GASOLINA C COMUM
CB,2021,"53210208355825000130550010000006971719478622",2,"320102001","27101259",LT,GASOLINA C COMUM,GASOLINA C COMUM
CB,2021,"53210208355825000130550010000006971719478622",3,"320102001","27101259",LT,GASOLINA C COMUM,GASOLINA C COMUM
CB,2021,"53210208355825000130550010000006971719478622",4,"320102001","27101259",LT,GASOLINA C COMUM,GASOLINA C COMUM
CB,2021,"53210208355825000130550010000006971719478622",5,"320102001","27101259",LT,GASOLINA C COMUM,GASOLINA C COMUM
CB,2021,"53210208355825000130550010000006971719478622",6,"320102001","27101259",LT,GASOLINA C COMUM,GASOLINA ADITIVADA GRID
CB,2021,"53210208355825000130550010000006971719478622",7,"820101034","27101921",LT,OLEO DIESEL B S10 - COMUM,DIESEL S10 COMUM
CB,2021,"53210433976840000143550010000005791155005799",2,"620505001","27101932",UN,..,ELAION YPF F50 5W30 1LT DEXOS 2
CB,2021,"53210502971360000670550010002486641003465180",2,"620505001","27101932",LT,OUTROS OLEOS LUBRIFICANTES AUTOMOTIVOS,OLEO LUBRIFICANTE TG
CB,2021,"53210633370827000146550010000036811367036810",1,"620505001","27101932",UN,..,SHELL HELIX HX8 SYNT 5W30 SN 1LT
CB,2021,"53210902971360000670550010002547981003557355",2,"620505001","27101932",LT,OUTROS OLEOS LUBRIFICANTES AUTOMOTIVOS,OLEO LUBRIFICANTE TG
CB,2021,"53211001542240000423550550000670941565130775",4,"620505001","27101932",UN,OUTROS OLEOS LUBRIFICANTES AUTOMOTIVOS,OLEO MOTOR 0W20 SN DEXOS1 GEN2
CB,2021,"53211027821310000123550010000010911768612983",1,,"27101932",UN,,OLEO CAMBIO
CB,2021,"53211027821310000123550010000010911768612983",2,,"27101932",UN,,OLEO MOTOR
CB,2022,"14220115369957000187550030000005121914820414",1,,"27101259",LT,,GASOLINA COMUM
CB,2022,"14220115369957000187550030000005121914820414",2,,"27101259",LT,,GASOLINA COMUM
CB,2022,"14220115369957000187550030000005121914820414",3,,"27101259",LT,,GASOLINA COMUM
CB,2022,"14220115369957000187550030000005121914820414",4,,"27101921",LT,,OLEO DIESEL S10 ADITIVADO
CB,2022,"14220115369957000187550030000005121914820414",5,,"38190000",UN,,LUB BR FLUIDO DE FREIO 500ML DOT3
CB,2022,"15220883838839000120550010000407781265858171",1,,"27101921",LITRO,,OD B S-10 ADITIVADA RENDMAX
CB,2022,"15220883838839000120550010000407781265858171",2,,"27101259",LITRO,,GASOLINA ORIGINAL C
CB,2022,"15220883838839000120550010000407781265858171",3,,"27101932",UNID,,A.T.FLUIDO DEXRON II 500ML ( 1767 )
CB,2022,"15220883838839000120550010000407781265858171",4,,"27101921",LITRO,,OD B S-10 ADITIVADA RENDMAX
CB,2022,"15220883838839000120550010000407781265858171",5,,"27101921",LITRO,,OD B S-10 ADITIVADA RENDMAX
CB,2022,"15221283838839000120550010000433261166049123",1,,"27101259",LITRO,,GASOLINA ORIGINAL C
CB,2022,"15221283838839000120550010000433261166049123",2,,"27101921",LITRO,,OD B S-10 ADITIVADA RENDMAX
CB,2022,"15221283838839000120550010000433261166049123",3,,"27101259",LITRO,,GASOLINA ORIGINAL C ADITIVADA
CB,2022,"15221283838839000120550010000433261166049123",4,,"27101259",LITRO,,GASOLINA ORIGINAL C
CB,2022,"15221283838839000120550010000433261166049123",5,,"27101259",LITRO,,GASOLINA ORIGINAL C ADITIVADA
CB,2022,"15221283838839000120550010000433261166049123",6,,"27101921",LITRO,,OD B S-10 ADITIVADA RENDMAX
CB,2022,"15221283838839000120550010000433261166049123",7,,"27101259",LITRO,,GASOLINA ORIGINAL C ADITIVADA
CB,2022,"16220827910615000101550000000068011575695951",2,,"27101932",UND,,HAVOLINE FULL SYNTHETIC MV ATF 1L
CB,2022,"21220407984329000183550010000012341142226206",1,,"27101932",UN,,OLEO MOTOR 5W30
CB,2022,"26220511188133000150550050000000461000001044",1,,"27101932",UN,,LUBRAX TOP TURBO 15W40 1L
CB,2022,"26220511188133000150550050000000461000001044",2,,"38190000",UN,,FLUIDO P. FREIOS DOT3 500ML
CB,2022,"26220511188133000150550050000000461000001044",3,,"27101259",LT,,GASOLINA COMUM C
CB,2022,"26220511188133000150550050000000461000001044",4,,"22071090",LT,,ETANOL COMUM
CB,2022,"26220511188133000150550050000000461000001044",5,,"27101921",LT,,DIESEL S10 GRID ADITIVADO
CB,2022,"26221211188133000150550050000002921000005983",1,,"27101921",LT,,DIESEL S10 GRID ADITIVADO
CB,2022,"26221211188133000150550050000002921000005983",2,,"27101259",LT,,GASOLINA COMUM C
CB,2022,"29220201855960000104550010000093131007026232",1,"320102001","27101259",L,GASOLINA C COMUM,GASOLINA COMUM
CB,2022,"29220201855960000104550010000093131007026232",2,"820101033","27101921",L,OLEO DIESEL B S10 - ADITIVADO,OLEO DIESEL B S10 ADIT PETROBRAS GRID
CB,2022,"29220201855960000104550010000093131007026232",3,"320102001","27101259",L,GASOLINA C COMUM,GASOLINA COMUM
CB,2022,"29220201855960000104550010000093131007026232",4,"820101033","27101921",L,OLEO DIESEL B S10 - ADITIVADO,OLEO DIESEL B S10 ADIT PETROBRAS GRID
CB,2022,"29220201855960000104550010000093131007026232",5,"320102001","27101259",L,GASOLINA C COMUM,GASOLINA COMUM
CB,2022,"29220201855960000104550010000093131007026232",6,,"27101932",UN,,STP ATF FLUID 100ML
CB,2022,"29220201855960000104550010000093131007026232",7,"320102001","27101259",L,GASOLINA C COMUM,GASOLINA COMUM
CB,2022,"29220201855960000104550010000093131007026232",8,"320102001","27101259",L,GASOLINA C COMUM,GASOLINA COMUM
CB,2022,"32220727352004000195550000000124101002765725",1,"820101034","27101921",L,OLEO DIESEL B S10 - COMUM,OLEO DIESEL B S10 ADIT PETROBRAS GRID
CB,2022,"32220727352004000195550000000124101002765725",2,"820101034","27101921",L,OLEO DIESEL B S10 - COMUM,OLEO DIESEL B S10 ADIT PETROBRAS GRID
CB,2022,"32220727352004000195550000000124101002765725",4,,"27101932",UN,,OLEO LUBRIF MOBIL SUPER 3000 XE SINTETICO 5W30 - 1L (DIESEL/FLEX)
CB,2022,"32221227279876000175550010000097711799770820",1,,"27101921",LITRO,,OLEO DIESEL B S10 - ADITIVADO
CB,2022,"32221227352004000195550000000129981003063911",1,"320102001","27101259",L,GASOLINA C COMUM,GASOLINA COMUM
CB,2022,"33220605606151000101550010000002931445783852",1,"620501001","27101932",LT,CICLO OTTO,OLEO DE MOTOR
CB,2022,"33220808064380000130550100000322771619627620",2,"820101031","27101921",LT,DIESEL B20 S10 ADITIVADO,DIESEL S-10 EVOLUX ADITIVADO
CB,2022,"33221212027123000103550010000015531782174710",1,,"27101932",UN,,CASTROL MAGNATEC 5W30 1 LT
CB,2022,"41220100296112000131650010002523781002538288",1,"320102002","27101259",LT,Gasolina V-Power Aditivada,Gasolina V-Power Aditivada
CB,2022,"41220103907636000100650080003911081297621350",2,"320102001","27101259",LT,GASOLINA C COMUM,GASOLINA TIPO C COMUM
CB,2022,"41220124350771000177550180000033821002521625",2,"320102002","27101259",L,GASOLINA C COMUM ADITIVADA,GASOLINA DT CLEAN
CB,2022,"41220124350771000177550180000033821002521625",4,"320102001","27101259",L,GASOLINA C COMUM,GASOLINA ORIGINAL IPIRANGA
CB,2022,"41220124350771000177550180000033821002521625",6,"320102001","27101259",L,GASOLINA C COMUM,GASOLINA ORIGINAL IPIRANGA
CB,2022,"41220124350771000177550180000033821002521625",7,"820101034","27101921",L,OLEO DIESEL B S10 - COMUM,OD B S-10 ORIGINAL
CB,2022,"41220124350771000177550180000033821002521625",8,"320102002","27101259",L,GASOLINA C COMUM ADITIVADA,GASOLINA DT CLEAN
CB,2022,"41220124350771000177550180000033821002521625",10,"810101001","22071090",L,ETANOL HIDRATADO COMUM,ETANOL HIDRATADO COMBUSTIVEL
CB,2022,"41220124350771000177550180000033821002521625",11,"320102001","27101259",L,GASOLINA C COMUM,GASOLINA ORIGINAL IPIRANGA
CB,2022,"41220124350771000177550180000033821002521625",12,"320102002","27101259",L,GASOLINA C COMUM ADITIVADA,GASOLINA DT CLEAN
CB,2022,"41220124350771000177550180000033821002521625",15,"320102001","27101259",L,GASOLINA C COMUM,GASOLINA ORIGINAL IPIRANGA
CB,2022,"41220124350771000177550180000033821002521625",17,"810101001","22071090",L,ETANOL HIDRATADO COMUM,ETANOL HIDRATADO COMBUSTIVEL
CB,2022,"41220224350771000177550180000035351002667713",2,"320102001","27101259",L,GASOLINA C COMUM,GASOLINA ORIGINAL IPIRANGA
CB,2022,"41220224350771000177550180000035351002667713",6,"320102001","27101259",L,GASOLINA C COMUM,GASOLINA ORIGINAL IPIRANGA
CB,2022,"41220224350771000177550180000035351002667713",9,"820101034","27101921",L,OLEO DIESEL B S10 - COMUM,OD B S-10 ORIGINAL
CB,2022,"41220224350771000177550180000035351002667713",10,"320102002","27101259",L,GASOLINA C COMUM ADITIVADA,GASOLINA DT CLEAN
CB,2022,"41220224350771000177550180000035351002667713",12,"810101001","22071090",L,ETANOL HIDRATADO COMUM,ETANOL HIDRATADO COMBUSTIVEL
CB,2022,"41220224350771000177550180000035351002667713",13,,"27101932",UN,,IPIRANGA BRUTUS SINTE VERDE 5W30 C2C3 1L
CB,2022,"41220224350771000177550180000035351002667713",14,"320102001","27101259",L,GASOLINA C COMUM,GASOLINA ORIGINAL IPIRANGA
CB,2022,"41220224350771000177550180000035351002667713",15,,"27101932",UN,,IPIRANGA BRUTUS ALTA PERFORMANCE 15W40 C
CB,2022,"41220224350771000177550180000035351002667713",16,"320102002","27101259",L,GASOLINA C COMUM ADITIVADA,GASOLINA DT CLEAN
CB,2022,"41220224350771000177550180000035351002667713",17,"820101034","27101921",L,OLEO DIESEL B S10 - COMUM,OD B S-10 ORIGINAL
CB,2022,"41220324350771000177550180000036961002827219",1,"320102001","27101259",L,GASOLINA C COMUM,GASOLINA ORIGINAL IPIRANGA
CB,2022,"41220324350771000177550180000036961002827219",2,"810101001","22071090",L,ETANOL HIDRATADO COMUM,ETANOL HIDRATADO COMBUSTIVEL
CB,2022,"41220324350771000177550180000036961002827219",3,"320102001","27101259",L,GASOLINA C COMUM,GASOLINA ORIGINAL IPIRANGA
CB,2022,"41220324350771000177550180000036961002827219",4,"320102002","27101259",L,GASOLINA C COMUM ADITIVADA,GASOLINA DT CLEAN
CB,2022,"41220324350771000177550180000036961002827219",5,"820101034","27101921",L,OLEO DIESEL B S10 - COMUM,OD B S-10 ORIGINAL
CB,2022,"41220324350771000177550180000036961002827219",7,"820101034","27101921",L,OLEO DIESEL B S10 - COMUM,OD B S-10 ORIGINAL
CB,2022,"41220401827704000103550010005069531000001762",2,,"22071090",UN,,ETANOL
CB,2022,"41220401827704000103550010005069531000001762",3,,"27101921",UN,,DIESEL S 10
CB,2022,"41220423883405000110550010000044021669260310",1,,"27101259",LT,,GASOLINA COMUM
CB,2022,"41220423883405000110550010000044021669260310",2,,"27101259",LT,,GASOLINA COMUM
CB,2022,"41220436697963000133550030000006991456738223",1,,"27101259",LT,,GASOLINA COMUM
CB,2022,"41220436697963000133550030000006991456738223",2,,"27101259",LT,,GASOLINA COMUM
CB,2022,"41220436697963000133550030000006991456738223",3,,"27101259",LT,,GASOLINA ADITIVADA DT CLEAN
CB,2022,"41220485096097000130650020005543081232413980",1,"820101034","27101921",L,OLEO DIESEL B S10 - COMUM,DIESEL S10 -
CB,2022,"41220524350771000177550180000039981003163096",1,"820101034","27101921",L,OLEO DIESEL B S10 - COMUM,OD B S-10 ORIGINAL
CB,2022,"41220524350771000177550180000039981003163096",2,"320102002","27101259",L,GASOLINA C COMUM ADITIVADA,GASOLINA DT CLEAN
CB,2022,"41220524350771000177550180000039981003163096",3,"320102002","27101259",L,GASOLINA C COMUM ADITIVADA,GASOLINA DT CLEAN
CB,2022,"41220524350771000177550180000039981003163096",4,"820101034","27101921",L,OLEO DIESEL B S10 - COMUM,OD B S-10 ORIGINAL
CB,2022,"41220524350771000177550180000039981003163096",5,"810101001","22071090",L,ETANOL HIDRATADO COMUM,ETANOL HIDRATADO COMBUSTIVEL
CB,2022,"41220524350771000177550180000039981003163096",6,"320102001","27101259",L,GASOLINA C COMUM,GASOLINA ORIGINAL IPIRANGA
CB,2022,"41220524350771000177550180000039981003163096",7,"320102001","27101259",L,GASOLINA C COMUM,GASOLINA ORIGINAL IPIRANGA
CB,2022,"41220524350771000177550180000039981003163096",10,"320102002","27101259",L,GASOLINA C COMUM ADITIVADA,GASOLINA DT CLEAN
CB,2022,"41220524350771000177550180000039981003163096",11,"810101001","22071090",L,ETANOL HIDRATADO COMUM,ETANOL HIDRATADO COMBUSTIVEL
CB,2022,"41220601827704000103550010005069871000002560",4,,"27101921",UN,,DIESEL S 10
CB,2022,"41220601827704000103550010005069871000002560",6,,"27101259",UN,,GASOLINA ADITIVADA
CB,2022,"41220601827704000103550010005069871000002560",7,,"22071090",UN,,ETANOL
CB,2022,"41220601827704000103550010005069871000002560",8,,"27101259",UN,,GASOLINA COMUM
CB,2022,"41220624350771000177550180000041581003328868",4,"820101034","27101921",L,OLEO DIESEL B S10 - COMUM,OD B S-10 ORIGINAL
CB,2022,"41220624350771000177550180000041581003328868",5,"810101001","22071090",L,ETANOL HIDRATADO COMUM,ETANOL HIDRATADO COMBUSTIVEL
CB,2022,"41220624350771000177550180000041581003328868",7,"820101034","27101921",L,OLEO DIESEL B S10 - COMUM,OD B S-10 ORIGINAL
CB,2022,"41220624350771000177550180000041581003328868",13,"320102002","27101259",L,GASOLINA C COMUM ADITIVADA,GASOLINA DT CLEAN
CB,2022,"41220624350771000177550180000041581003328868",15,"320102002","27101259",L,GASOLINA C COMUM ADITIVADA,GASOLINA DT CLEAN
CB,2022,"41220624350771000177550180000041581003328868",16,"320102001","27101259",L,GASOLINA C COMUM,GASOLINA ORIGINAL IPIRANGA
CB,2022,"41220701827704000103550010005070001000002826",4,,"27101921",UN,,DIESEL S 10
CB,2022,"41220701827704000103550010005070001000002826",5,,"27101259",UN,,GASOLINA COMUM
CB,2022,"41220701827704000103550010005070001000002826",6,,"22071090",UN,,ETANOL
CB,2022,"41220704049596000175650800005046001007014921",2,"320102001","27101259",L,GASOLINA C COMUM,GASOLINA ORIGINAL IPIRANGA Bico 16
CB,2022,"41220710888359000109650010011751401012394640",2,"320102002","27101259",LT,GASOLINA C ADITIVADA,GASOLINA C ADITIVADA (b:4)
CB,2022,"41220728153257000283650010002619911003066780",2,"320102002","27101259",LT,GASOLINA C ADITIVADA,GASOLINA ADITIVADA (b:5)
CB,2022,"41220824350771000177550180000044591003648146",2,"320102001","27101259",L,GASOLINA C COMUM,GASOLINA ORIGINAL IPIRANGA
